FID,planteaar,fritrumsprofil,wkb_geometry
trae_basis.1294,2007,4.5 m,POINT (12.605177826266678 55.68197168002925)
trae_basis.1295,2007,4.5 m,POINT (12.605352937810466 55.68191863955157)
trae_basis.8134,1974,4.5 m,POINT (12.619392071279227 55.6678439048951)
trae_basis.1296,2007,4.5 m,POINT (12.605406274090122 55.68198234698182)
trae_basis.1297,2007,4.5 m,POINT (12.605465350951219 55.68204878937246)
trae_basis.1298,2007,4.5 m,POINT (12.605517480494406 55.68211444068073)
trae_basis.1299,2012,4.5 m,POINT (12.590826490829036 55.70217958487718)
trae_basis.1300,,Ikke registreret,POINT (12.599260396745747 55.695041350832554)
trae_basis.1301,2003,4.5 m,POINT (12.562133464426271 55.673687068125425)
trae_basis.1302,2007,4.5 m,POINT (12.605687917407735 55.682311906746996)
trae_basis.1303,2012,4.5 m,POINT (12.590942478953075 55.70220447011881)
trae_basis.1346,2009,2.8 m,POINT (12.480434654268523 55.72029365979434)
trae_basis.1304,2007,4.5 m,POINT (12.605514927497271 55.68235887257455)
trae_basis.1305,2007,4.5 m,POINT (12.60546324936595 55.682294540467936)
trae_basis.1306,2007,4.5 m,POINT (12.605916922765307 55.68257362765876)
trae_basis.1307,2007,4.5 m,POINT (12.605973715707831 55.682646107507345)
trae_basis.1308,2007,4.5 m,POINT (12.606024488571538 55.68270182010145)
trae_basis.1309,2007,4.5 m,POINT (12.605806924691265 55.68269548699476)
trae_basis.1310,2007,4.5 m,POINT (12.605744062720056 55.682623117661514)
trae_basis.1311,2007,4.5 m,POINT (12.606463311661658 55.683204383312614)
trae_basis.8135,1920,4.5 m,POINT (12.637264866694245 55.65621333819404)
trae_basis.1312,2016,Ikke registreret,POINT (12.567408893321291 55.717583523985915)
trae_basis.1313,2016,Ikke registreret,POINT (12.567331460363869 55.717575210915065)
trae_basis.1314,2007,4.5 m,POINT (12.543594394397365 55.66401776519545)
trae_basis.1315,2001,4.5 m,POINT (12.538937755024033 55.65745263392384)
trae_basis.1316,2003,4.5 m,POINT (12.55744244687872 55.668722178162014)
trae_basis.1317,2003,2.8 m,POINT (12.55800073332391 55.669320768688685)
trae_basis.1318,2000,4.5 m,POINT (12.511744334887894 55.70605807794877)
trae_basis.1319,2005,4.5 m,POINT (12.556461773387941 55.71150773292883)
trae_basis.1321,1995,4.5 m,POINT (12.558699267376866 55.713774321625905)
trae_basis.1322,,Ikke registreret,POINT (12.478416497587087 55.66316516018698)
trae_basis.1367,,Ikke registreret,POINT (12.541944225097156 55.695662035185705)
trae_basis.1323,1900,4.5 m,POINT (12.588061594340834 55.70291443173618)
trae_basis.1324,1991,4.5 m,POINT (12.5645438466702 55.67548881609177)
trae_basis.1325,1940,2.8 m,POINT (12.58267624214 55.67954861543422)
trae_basis.1326,1980,Ikke registreret,POINT (12.527210811172377 55.69608671812661)
trae_basis.1327,2012,4.5 m,POINT (12.55090562076631 55.7047871324007)
trae_basis.1328,1990,4.5 m,POINT (12.585915471377525 55.70733239207396)
trae_basis.1329,1990,4.5 m,POINT (12.585876948657637 55.707405447404334)
trae_basis.1330,1990,4.5 m,POINT (12.58577833119337 55.707613059540805)
trae_basis.1348,2009,2.8 m,POINT (12.480520595502377 55.7204217076761)
trae_basis.1331,1990,4.5 m,POINT (12.586124586592588 55.70692305020628)
trae_basis.1332,1990,4.5 m,POINT (12.586017659173438 55.707127854416264)
trae_basis.1333,1990,4.5 m,POINT (12.585811626943777 55.70754672994828)
trae_basis.1334,1990,4.5 m,POINT (12.585735825093717 55.70768000442614)
trae_basis.1335,2009,4.5 m,POINT (12.540941359392404 55.66370316213125)
trae_basis.1336,1997,4.5 m,POINT (12.585659481897643 55.70759476057705)
trae_basis.1337,1990,4.5 m,POINT (12.585201247257979 55.708764239459036)
trae_basis.1347,2009,2.8 m,POINT (12.48039956938618 55.72023915306083)
trae_basis.1349,2009,2.8 m,POINT (12.48056182478845 55.72042297632635)
trae_basis.1338,1900,2.8 m,POINT (12.572708090751489 55.67917279312641)
trae_basis.1339,1900,2.8 m,POINT (12.572617618239404 55.679153227310024)
trae_basis.1340,1970,4.5 m,POINT (12.567337389968428 55.71326559139296)
trae_basis.1341,1970,4.5 m,POINT (12.56729161216449 55.713225887197154)
trae_basis.1342,1970,4.5 m,POINT (12.567201051352445 55.71314319058274)
trae_basis.1343,1970,4.5 m,POINT (12.567157799863871 55.71310368858748)
trae_basis.1344,,Ikke registreret,POINT (12.542486144682455 55.69568566938391)
trae_basis.1345,,Ikke registreret,POINT (12.54269190551092 55.69569410965179)
trae_basis.1671,,Ikke registreret,POINT (12.472769131025313 55.71768759462886)
trae_basis.1351,2009,4.5 m,POINT (12.488792231083995 55.72176901519091)
trae_basis.1352,1970,4.5 m,POINT (12.567249643406383 55.71318634559855)
trae_basis.1353,1970,4.5 m,POINT (12.567431169037125 55.713344558027245)
trae_basis.1354,1970,4.5 m,POINT (12.567386923526358 55.7133054192351)
trae_basis.1355,1970,4.5 m,POINT (12.567478961449664 55.71338479741456)
trae_basis.12850,1999,2.8 m,POINT (12.609359939685769 55.66578423459877)
trae_basis.1356,2006,4.5 m,POINT (12.567666081596212 55.713740704409034)
trae_basis.1357,1970,4.5 m,POINT (12.566862739421486 55.71305911906798)
trae_basis.1358,1970,4.5 m,POINT (12.566767990453844 55.71297181236112)
trae_basis.1359,2014,4.5 m,POINT (12.54899556067939 55.685252425523935)
trae_basis.1360,1995,4.5 m,POINT (12.581854826812407 55.709232542836254)
trae_basis.1361,2014,4.5 m,POINT (12.539404212290851 55.690748668391294)
trae_basis.1362,2014,4.5 m,POINT (12.516249584726541 55.71061305404738)
trae_basis.1363,2014,4.5 m,POINT (12.516949649353755 55.71047749110228)
trae_basis.1672,,Ikke registreret,POINT (12.48245863247548 55.673339142938836)
trae_basis.1364,2014,4.5 m,POINT (12.51639899750548 55.71058404125717)
trae_basis.1365,2014,4.5 m,POINT (12.515962298318186 55.710534257715665)
trae_basis.1368,1995,4.5 m,POINT (12.58202628606419 55.70922824098441)
trae_basis.1369,2014,4.5 m,POINT (12.516016078841362 55.71017596131049)
trae_basis.1370,2014,4.5 m,POINT (12.516007970788 55.71036112611298)
trae_basis.1371,2014,4.5 m,POINT (12.515993700848599 55.71044528161395)
trae_basis.1372,2014,4.5 m,POINT (12.516015115135147 55.71027114311275)
trae_basis.1373,2014,4.5 m,POINT (12.581962434915228 55.67904795205577)
trae_basis.1374,2015,4.5 m,POINT (12.581979818295926 55.67900401303496)
trae_basis.1375,2015,4.5 m,POINT (12.582005316964603 55.67894975469619)
trae_basis.1376,2020,Ikke registreret,POINT (12.595701311193247 55.65054181325284)
trae_basis.1377,2020,Ikke registreret,POINT (12.595664872289491 55.650667758108334)
trae_basis.1378,2003,4.5 m,POINT (12.58388866272346 55.709232905455316)
trae_basis.1379,2014,4.5 m,POINT (12.595728469225074 55.668727369791355)
trae_basis.1380,2014,4.5 m,POINT (12.595831073154121 55.66870111163322)
trae_basis.1381,2014,4.5 m,POINT (12.5584043650957 55.68205602953374)
trae_basis.1382,2013,4.5 m,POINT (12.573667051186819 55.72795513289864)
trae_basis.1383,2015,2.8 m,POINT (12.539766893286044 55.66559682537446)
trae_basis.1384,2009,2.8 m,POINT (12.543254790047271 55.669596443353036)
trae_basis.1676,,Ikke registreret,POINT (12.595213761886026 55.66910946007432)
trae_basis.1385,1988,4.5 m,POINT (12.584019172660573 55.70915607886602)
trae_basis.1386,1995,4.5 m,POINT (12.58402902110902 55.7092325088706)
trae_basis.1387,2021,Ikke registreret,POINT (12.56674091374381 55.69413458380663)
trae_basis.1388,2015,2.8 m,POINT (12.539799747507768 55.66567003072534)
trae_basis.1389,1995,4.5 m,POINT (12.580253200723595 55.70923067901758)
trae_basis.1673,,Ikke registreret,POINT (12.484104857184475 55.67467998101124)
trae_basis.1390,1995,4.5 m,POINT (12.582593163355549 55.70923324304992)
trae_basis.1391,1988,4.5 m,POINT (12.582757937102087 55.70915500495071)
trae_basis.1392,1995,4.5 m,POINT (12.582759952897684 55.70922993501001)
trae_basis.1393,2015,4.5 m,POINT (12.575085078720216 55.708116577765686)
trae_basis.1394,2015,4.5 m,POINT (12.575296283339828 55.708242136988105)
trae_basis.1395,1990,4.5 m,POINT (12.597308677841289 55.66654318736156)
trae_basis.1396,1988,4.5 m,POINT (12.58288705018108 55.709158800836846)
trae_basis.1397,2015,4.5 m,POINT (12.57545509708403 55.70832879872106)
trae_basis.1398,2016,4.5 m,POINT (12.537844197334504 55.691861148652215)
trae_basis.1399,2016,4.5 m,POINT (12.590175704623329 55.69683093808193)
trae_basis.1400,2015,4.5 m,POINT (12.56273198690184 55.680361093069564)
trae_basis.1401,2015,4.5 m,POINT (12.56277771397307 55.68033890171154)
trae_basis.1402,2016,4.5 m,POINT (12.583446992105117 55.69257128615852)
trae_basis.1403,2016,4.5 m,POINT (12.58817520643466 55.67726857578174)
trae_basis.1404,1954,4.5 m,POINT (12.580680463459963 55.67021116441196)
trae_basis.1405,1988,4.5 m,POINT (12.58301437883547 55.70915708380629)
trae_basis.1406,1988,4.5 m,POINT (12.58231612398086 55.70915715429674)
